,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
65,2016 - 17,SUCCESS ACADEMY HIGH SCHOOL OF THE LIBERAL ARTS(MS),M351,M,2,449.0,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,2,674.0,PARK WEST HS,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10016.0,40.746176,-73.981241,5.0,2.0,72.0,1087537.0,1008897501.0,Murray Hill-Kips Bay                                                       
66,2016 - 17,Humanities Preparatory Academy,M605,M,2,380.0,351 WEST  18 STREET CONSOLIDATED LOCATION,6,,,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,10011.0,40.742867,-74.002136,4.0,3.0,89.0,1013096.0,1007420007.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
67,2016 - 17,P.S. 059 William Floyd,K059,K,14,318.0,211 THROOP AVENUE CONSOLIDATED LOCATION,2,209.0,PS 058K,P.S. 059 William Floyd |  Success Academy Charter School - Bed-Stuy 2 |  211 THROOP AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11206.0,40.696733,-73.943652,3.0,36.0,28502.0,3048546.0,3017490001.0,Stuyvesant Heights                                                         
68,2016 - 17,62 PARK PLACE CONSOLIDATED LOCATION,K902,K,13,166.0,62 PARK PLACE CONSOLIDATED LOCATION,2,298.0,PS 361K,P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School,,,,,,2C,1-250,,,,,,11217.0,40.678983,-73.976497,6.0,39.0,12902.0,3259250.0,3009410050.0,Park Slope-Gowanus                                                         
69,2016 - 17,P.S. 035,M035,M,2,833.0,,1,663.0,JHS 056M,James Weldon Johnson,0.0,1.0,3.0,0.0,1.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10019.0,40.763866,-73.985939,4.0,3.0,133.0,1025241.0,1010430022.0,Clinton                                                                    
70,2016 - 17,P.S. 198 Brooklyn,K198,K,22,290.0,1599 EAST  22 STREET CONSOLIDATED LOCATION,2,254.0,PS 195K,P.S. 197 - The Kings Highway Academy |  I. S. 381 |  1599 EAST  22 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11210.0,40.63694,-73.937339,17.0,45.0,836.0,3113388.0,3049880066.0,East Flatbush-Farragut                                                     
71,2016 - 17,Forsyth Satellite Academy,M458,M,1,998.0,2005 MADISON AVENUE CONSOLIDATED LOCATION,2,564.0,MARTIN LUTHER KING JR. HS (Complex),The Urban Assembly School for Global Commerce|  Harlem Children's Zone Promise Academy II Charter|   2005 MADISON AVENUE CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,10002.0,40.72252,-73.990728,3.0,1.0,3601.0,1005626.0,1004220072.0,Chinatown                                                                  
72,2016 - 17,P.S. 124 Silas B. Dutcher,K124,K,15,672.0,,1,226.0,PS 121K,P.S. 123 Suydam,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11215.0,40.667545,-73.991046,6.0,39.0,141.0,3023391.0,3010340001.0,Park Slope-Gowanus                                                         
73,2016 - 17,Landmark High School,M419,M,2,1801.0,260 PLEASANT AVENUE CONSOLIDATED LOCATION,2,677.0,PS 003M,Manhattan Center for Science and Mathematics |  Isaac Newton Middle School for Math & Science |  260 PLEASANT AVENUE CONSOLIDATED LOCATION,2.0,5.0,3.0,5.0,2.0,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,10011.0,40.742867,-74.002136,4.0,3.0,89.0,1013096.0,1007420007.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
74,2016 - 17,P.S. 326,K326,K,22,562.0,,1,300.0,PS 372K,P.S. K134,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11234.0,40.628659,-73.92793,18.0,45.0,728.0,3215550.0,3077750001.0,Flatlands                                                                  
75,2016 - 17,P.S. 020 Anna Silver,M020,M,1,398.0,185 1 AVENUE CONSOLIDATED LOCATION,2,549.0,JHS 013M,"P.S. 019 Asher Levy |  Technology, Arts, and Sciences Studio |  185 1 AVENUE CONSOLIDATED LOCATION",0.0,2.0,5.0,0.0,2.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10002.0,40.72154,-73.986648,3.0,1.0,3001.0,1004325.0,1003550001.0,Chinatown                                                                  
76,2016 - 17,TEACHING FIRMS OF AMERICA PROFESSIONAL PREPARATORY CHARTER SCHOOL(BN),K406,K,16,332.0,616 QUINCY STREET CONSOLIDATED LOCATION,2,1048.0,PS 305K,P.S. 308 Clara Cardwell|  Teaching Firms of America-Professional Preparatory|  616 QUINCY STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11221.0,40.688695,-73.935499,3.0,36.0,293.0,3044493.0,3016300001.0,Stuyvesant Heights                                                         
77,2016 - 17,P.S. 224 Hale A. Woodruff,K224,K,19,558.0,4200 16 AVENUE CONSOLIDATED LOCATION,2,267.0,PS 219K MAIN,J.H.S. 223 The Montauk |  Urban Assembly School for Criminal Justice |  4200 16 AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,11208.0,40.664075,-73.866092,5.0,42.0,1220.0,3098980.0,3045300001.0,East New York                                                              
78,2016 - 17,P.S. 050 Vito Marcantonio,M050,M,4,579.0,,1,551.0,MS 45-STARS Prep Academy,P.S. 048 P.O. Michael J. Buczek,1.0,0.0,0.0,1.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10029.0,40.785258,-73.941526,11.0,8.0,162.0,1083933.0,1016940001.0,East Harlem South                                                          
79,2016 - 17,P.S./I.S. 323,K323,K,23,381.0,,1,1332.0,Excellence Charter School of Bedford Stuyvesant,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,1.0,2.0,1.0,1.0,2.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11212.0,40.666545,-73.910904,16.0,41.0,924.0,3081442.0,3035420001.0,Brownsville                                                                
80,2016 - 17,Middle School of Marketing and Legal Studies,K598,K,18,184.0,905 WINTHROP STREET CONSOLIDATED LOCATION,3,166.0,IS 227K,East Flatbush Community Research School |  Arts & Media Preparatory Academy |  Middle School of Marketing and Legal Studies |  905 WINTHROP STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,11203.0,40.65843,-73.929076,17.0,41.0,880.0,3099733.0,3046060025.0,Prospect Lefferts Gardens-Wingate                                          
81,2016 - 17,High School for Excellence and Innovation,M423,M,6,285.0,650 ACADEMY STREET CONSOLIDATED LOCATION,3,662.0,JHS 047M SCHOOL FOR THE DEAF,J.H.S. 052 Inwood |  High School for Excellence and Innovation | INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE|   650 ACADEMY STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10034.0,40.866053,-73.924835,12.0,10.0,291.0,1076776.0,1022330020.0,Marble Hill-Inwood                                                         
82,2016 - 17,Green School: An Academy for Environmental Careers,K454,K,14,244.0,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,207.0,PS 048K,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",,,,,,2C,1-250,,,,,,11206.0,40.709941,-73.943641,1.0,34.0,505.0,3070825.0,3030250001.0,East Williamsburg                                                          
83,2016 - 17,PS 503: The School of Discovery,K503,K,20,1084.0,283 ADAMS STREET CONSOLIDATED LOCATION,2,126.0,PS 309K,The Urban Assembly School for Law and Justice |  Urban Assembly Institute of Math and Science for Y |  283 ADAMS STREET CONSOLIDATED LOCATION,1.0,6.0,9.0,2.0,4.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,,,,,,,,,
84,2016 - 17,New Voices School of Academic & Creative Arts,K443,K,15,466.0,330 18 STREET CONSOLIDATED LOCATION,2,317.0,SOUTH BROOKLYN COMMUNITY HS,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,,,,,,,,,
85,2016 - 17,P.S. /I.S. 384 Frances E. Carter,K384,K,32,1979.0,1300 GREENE AVENUE CONSOLIDATED LOCATION,2,133.0,PS 376K,J.H.S. 383 Philippa Schuyler| Achievement First Bushwick Charter School| 1300 GREENE AVENUE CONSOLIDATED LOCATION,0.0,6.0,1.0,4.0,2.0,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,11207.0,40.690353,-73.904803,4.0,37.0,409.0,3080043.0,3034420001.0,Bushwick North                                                             
86,2016 - 17,226 BRISTOL STREET CONSOLIDATED LOCATION,K175,K,23,144.0,574 DUMONT AVENUE CONSOLIDATED LOCATION,2,23.0,IS 171K, Brooklyn Gardens Elementary School |  School of the Future Brooklyn |  574 DUMONT AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,11212.0,40.665878,-73.911705,16.0,41.0,924.0,3081419.0,3035410001.0,Brownsville                                                                
87,2016 - 17,201 WARREN STREET CONSOLIDATED LOCATION,M089,M,2,281.0,201 WARREN STREET CONSOLIDATED LOCATION,2,589.0,PS 084M,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10282.0,40.716668,-74.013542,1.0,1.0,31703.0,1085568.0,1000160220.0,Battery Park City-Lower Manhattan                                          
88,2016 - 17,P.S. 295,K295,K,15,331.0,,1,1067.0,W. E. B. DU BIOS ACADEMIC HS,P.S. K004,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,,,,,,,,,
89,2016 - 17,Millennium Brooklyn HS,K684,K,15,608.0,237 7 AVENUE CONSOLIDATED LOCATION,4,138.0,STREET ACADEMY,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,11215.0,40.669629,-73.979287,6.0,39.0,155.0,3025510.0,3010820001.0,Park Slope-Gowanus                                                         
90,2016 - 17,Brooklyn High School for Leadership and Community,K616,K,13,203.0,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,86.0,PS 116K,"Brooklyn Community High School of Communication, A |  Brooklyn Prospect Charter School Downtown |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",,,,,,2C,1-250,,,,,,11205.0,40.692642,-73.958794,3.0,33.0,235.0,3055165.0,3019260010.0,Clinton Hill                                                               
91,2016 - 17,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,M427,M,2,437.0,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,2,674.0,PARK WEST HS,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10016.0,40.746176,-73.981241,5.0,2.0,72.0,1087537.0,1008897501.0,Murray Hill-Kips Bay                                                       
92,2016 - 17,Dr. Jacqueline Peek-Davis School,K012,K,23,241.0,430 HOWARD AVENUE CONSOLIDATED LOCATION,2,54.0,PS 012K,Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,11233.0,40.673073,-73.919594,16.0,41.0,363.0,3039174.0,3014570032.0,Ocean Hill                                                                 
93,2016 - 17,293 EAST BROADWAY CONSOLIDATED LOCATION,M134,M,1,218.0,,1,658.0,IS 131M,P.S. 133 Fred R Moore,0.0,0.0,1.0,0.0,0.0,2C,1-250,0.24,0.71,1.71,0.51,0.32,10002.0,40.71457,-73.983724,3.0,1.0,202.0,1003736.0,1002880015.0,Lower East Side                                                            
94,2016 - 17,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL(BN),K780,K,13,346.0,80 UNDERHILL AVENUE CONSOLIDATED LOCATION,2,52.0,PS 009K,P.S. 009 Teunis G. Bergen|Brooklyn East Collegiate Charter School|80 UNDERHILL AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11238.0,40.678297,-73.965541,8.0,35.0,205.0,3028204.0,3011450026.0,Prospect Heights                                                           
95,2016 - 17,Frederick Douglass Academy IV Secondary School,K393,K,16,69.0,1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,60.0,PS 025K,P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,11221.0,40.692126,-73.931731,3.0,36.0,291.0,3393805.0,3016160001.0,Stuyvesant Heights                                                         
96,2016 - 17,Gramercy Arts High School,M374,M,2,392.0,,1,706.0,SEWARD PARK HS,University Neighborhood High School,0.0,2.0,2.0,2.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10003.0,40.735494,-73.987659,6.0,2.0,50.0,1017828.0,1008720057.0,Gramercy                                                                   
97,2016 - 17,Brooklyn Theatre Arts High School,K567,K,18,227.0,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,145.0,CANARSIE HS,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,11236.0,40.633285,-73.916735,18.0,46.0,950.0,3224139.0,3079980005.0,Canarsie                                                                   
98,2016 - 17,J.H.S. 104 Simon Baruch,M104,M,2,313.0,,1,554.0,JHS 099M,P.S. 102 Jacques Cartier,0.0,1.0,7.0,0.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10010.0,40.736094,-73.980663,6.0,2.0,64.0,1081671.0,1009260001.0,Gramercy                                                                   
99,2016 - 17,"The School for Classics: An Academy of Thinkers, W",K683,K,19,264.0,370 FOUNTAIN AVENUE CONSOLIDATED LOCATION,3,108.0,PS 214K,"J.H.S. 218 James P. Sinnott|The School for Classics: An Academy of Thinkers, W|Invictus Preparatory Charter School|370 FOUNTAIN AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,11208.0,40.670724,-73.874208,5.0,42.0,1118.0,3095977.0,3042780001.0,East New York                                                              
100,2016 - 17,100 WEST  84 STREET CONSOLIDATED LOCATION,M009,M,3,234.0,100 WEST  84 STREET CONSOLIDATED LOCATION,2,572.0,PS 006M,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,10024.0,40.785287,-73.97343,7.0,6.0,169.0,1032119.0,1012140029.0,Upper West Side                                                            
101,2016 - 17,P.S. 183 Robert L. Stevenson,M183,M,2,704.0,4862 BROADWAY CONSOLIDATED LOCATION,2,619.0,PS 171M,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10065.0,40.763736,-73.95815,8.0,5.0,116.0,1045569.0,1014610007.0,Lenox Hill-Roosevelt Island                                                
102,2016 - 17,301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,K292,K,19,316.0,301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,2,26.0,IS 291K,J.H.S. 292 Margaret S. Douglas | The Uft Charter School | 301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11207.0,40.671987,-73.893896,5.0,42.0,1144.0,3083931.0,3037400001.0,East New York (Pennsylvania Ave)                                           
103,2016 - 17,P.S. 194 Countee Cullen,M194,M,5,281.0,500 WEST 138 STREET CONSOLIDATED LOCATION,3,626.0,PS 187M,P.S. 192 Jacob H. Schiff| Hamilton Grange Middle School| P.S. 325| 500 WEST 138 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10030.0,40.821535,-73.940941,10.0,9.0,232.0,1060432.0,1020290011.0,Central Harlem North-Polo Grounds                                          
104,2016 - 17,19 EAST 103 STREET CONSOLIDATED LOCATION,M171,M,4,387.0,,1,617.0,PS 165M,P.S. M169 - Robert F. Kennedy,1.0,3.0,3.0,2.0,2.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10029.0,40.792122,-73.951961,11.0,8.0,168.0,1051497.0,1016090007.0,East Harlem South                                                          
105,2016 - 17,Castle Bridge School,M513,M,6,622.0,560 WEST 169 STREET CONSOLIDATED LOCATION,2,1310.0,KIPP STAR COLLEGE PREP CHARTER SCHOOL,P.S. 128 Audubon |  Castle Bridge School |  560 WEST 169 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,10032.0,40.841321,-73.938506,12.0,10.0,251.0,1062994.0,1021250001.0,Washington Heights South                                                   
106,2016 - 17,5601 16 AVENUE CONSOLIDATED LOCATION,K180,K,20,1160.0,5601 16 AVENUE CONSOLIDATED LOCATION,2,101.0,PS 178K,The SEEALL Academy |  P.S. K231 |  5601 16 AVENUE CONSOLIDATED LOCATION,,,,,,6C,1001-1250,,,,,,11204.0,40.627029,-73.989672,12.0,44.0,470.0,3130809.0,3054920001.0,Borough Park                                                               
107,2016 - 17,231-249 EAST 56 STREET CONSOLIDATED LOCATION,M488,M,2,641.0,,1,1063.0,JULIA RICHMAN ED. COMPLEX,Jacqueline Kennedy Onassis High School,0.0,7.0,12.0,5.0,2.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10022.0,40.75924,-73.967203,6.0,4.0,108.0,1088892.0,1013300013.0,Turtle Bay-East Midtown                                                    
108,2016 - 17,P.S. 116 Elizabeth L Farrell,K116,K,32,455.0,,1,224.0,PS 115K,P.S. 116 Elizabeth L Farrell,1.0,1.0,1.0,1.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11237.0,40.697779,-73.916521,4.0,37.0,433.0,3075909.0,3033170001.0,Bushwick North                                                             
109,2016 - 17,Performing Arts and Technology High School,K507,K,19,284.0,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,1458.0,Spring Creek Community School,Thomas Jefferson Yabc |  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11207.0,40.667456,-73.894747,5.0,42.0,1156.0,3084440.0,3037880001.0,East New York (Pennsylvania Ave)                                           
110,2016 - 17,319 EAST 19 STREET CONSOLIDATED LOCATION,M040,M,2,390.0,319 EAST 19 STREET CONSOLIDATED LOCATION,2,578.0,PS 030M,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10003.0,40.735161,-73.982027,6.0,2.0,64.0,1020513.0,1009250012.0,Gramercy                                                                   
111,2016 - 17,Ralph A. Fabrizio School,K170,K,20,1600.0,,1,1066.0,PS 167K,P.S. 169 Sunset Park,0.0,1.0,0.0,1.0,0.0,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,11209.0,40.630843,-74.01913,10.0,43.0,134.0,3146921.0,3058990001.0,Bay Ridge                                                                  
112,2016 - 17,P.S. 111 Adolph S. Ochs,M111,M,2,383.0,,1,594.0,PS 101M,P.S. 110 Florence Nightingale,1.0,0.0,0.0,1.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10019.0,40.765878,-73.988823,4.0,3.0,133.0,1026740.0,1010620003.0,Clinton                                                                    
113,2016 - 17,John Dewey High School,K540,K,21,1029.0,,1,318.0,SOUTH SHORE HS,Leon M. Goldstein High School for the Sciences,0.0,0.0,0.0,0.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,11223.0,40.589268,-73.981738,13.0,47.0,308.0,3194998.0,3071850020.0,Gravesend                                                                  
114,2016 - 17,Mosaic Preparatory Academy,M375,M,4,1449.0,410 EAST 100 STREET CONSOLIDATED LOCATION,3,591.0,PS 092M,M.S. 224 Manhattan East School for Arts & Academic |Success Academy Charter School - Harlem 3 |Renaissance Charter High School for Innovation |410 EAST 100 STREET CONSOLIDATED LOCATION,0.0,2.0,4.0,0.0,1.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,10029.0,40.79564,-73.94441,11.0,8.0,172.0,1081346.0,1016390003.0,East Harlem South                                                          
115,2016 - 17,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL(MN),M518,M,4,214.0,1573 MADISON AVENUE CONSOLIDATED LOCATION,4,575.0,PS 009M,Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,10029.0,40.793763,-73.949381,11.0,8.0,17401.0,1051515.0,1016120050.0,East Harlem South                                                          
